,pl_name,sy_snum,discoverymethod,disc_year,pl_radj,pl_bmassj
0,1RXS J160929.1-210524 b,1,Imaging,2008.0,1.664,8.0
1,2MASS J02192210-3925225 b,1,Imaging,2015.0,1.44,13.9
2,2MASS J0249-0557 c,2,Imaging,2018.0,1.55,11.38
3,2MASS J12073346-3932539 b,1,Imaging,2004.0,1.4,5.2
4,55 Cnc e,2,Radial Velocity,2004.0,0.17249546500000001,0.0254224
5,AU Mic b,1,Transit,2020.0,0.375,0.05348798
6,AU Mic c,1,Transit,2021.0,0.26898075,0.04414332
7,BD+20 594 b,1,Transit,2016.0,0.214473635,0.060642640000000005
8,BD+60 1417 b,1,Imaging,2021.0,1.31,15.0
9,BD-14 3065 b,3,Transit,2024.0,1.926,12.37
10,CD-35 2722 b,1,Imaging,2011.0,1.55,29.5
11,CFHTWIR-Oph 98 b,1,Imaging,2020.0,1.86,7.8
12,COCONUTS-2 b,1,Imaging,2021.0,1.11,7.5
13,CT Cha b,1,Imaging,2007.0,2.2,17.0
14,CoRoT-1 b,1,Transit,2008.0,1.49,1.07
15,CoRoT-10 b,1,Transit,2010.0,0.97,2.75
16,CoRoT-11 b,1,Transit,2010.0,1.428,2.415
17,CoRoT-12 b,1,Transit,2010.0,1.395,0.901
18,CoRoT-13 b,1,Transit,2010.0,0.885,1.312
19,CoRoT-14 b,1,Transit,2010.0,1.09,7.6
20,CoRoT-16 b,1,Transit,2011.0,1.17,0.532
21,CoRoT-17 b,1,Transit,2011.0,1.02,2.43
22,CoRoT-18 b,1,Transit,2011.0,1.2805,3.38
23,CoRoT-19 b,1,Transit,2011.0,1.29,1.11
24,CoRoT-2 b,2,Transit,2008.0,1.4655,3.39
25,CoRoT-20 b,1,Transit,2011.0,0.9199999999999999,4.235
26,CoRoT-21 b,1,Transit,2012.0,1.3,2.24
27,CoRoT-22 b,1,Transit,2014.0,0.435,0.038
28,CoRoT-23 b,1,Transit,2011.0,1.05,3.06
29,CoRoT-24 b,1,Transit,2014.0,0.33,0.018
30,CoRoT-24 c,1,Transit,2014.0,0.44,0.088
31,CoRoT-25 b,1,Transit,2013.0,1.08,0.2815
32,CoRoT-26 b,1,Transit,2013.0,1.26,0.55
33,CoRoT-27 b,1,Transit,2014.0,1.007,10.345
34,CoRoT-28 b,1,Transit,2015.0,0.955,0.4825
35,CoRoT-29 b,1,Transit,2015.0,0.9,0.845
36,CoRoT-3 b,1,Transit,2008.0,1.01,21.55
37,CoRoT-30 b,1,Transit,2020.0,1.009,2.9
38,CoRoT-31 b,1,Transit,2020.0,1.46,0.84
39,CoRoT-32 b,1,Transit,2018.0,0.57,0.15
40,CoRoT-35 b,1,Transit,2022.0,1.68,1.1
41,CoRoT-36 b,1,Transit,2022.0,1.41,0.68
42,CoRoT-4 b,1,Transit,2008.0,1.19,0.72
43,CoRoT-5 b,1,Transit,2009.0,1.322,0.4685
44,CoRoT-6 b,1,Transit,2009.0,1.166,2.96
45,CoRoT-7 b,1,Transit,2009.0,0.1455,0.018527155
46,CoRoT-8 b,1,Transit,2010.0,0.5945,0.218
47,CoRoT-9 b,2,Transit,2009.0,1.058,0.84
48,DH Tau b,1,Imaging,2004.0,2.7,11.0
49,DS Tuc A b,2,Transit,2019.0,0.5,1.3
50,EPIC 201595106 b,1,Transit,2021.0,0.13962019,0.02413252
51,EPIC 211945201 b,1,Transit,2018.0,0.518333905,0.05978047
52,EPIC 220674823 b,1,Transit,2016.0,0.152645325,0.025548380000000002
53,EPIC 220674823 c,1,Transit,2016.0,0.25006713,0.020640025
54,EPIC 229004835 b,1,Transit,2023.0,0.20126718500000002,0.046723324999999996
55,EPIC 246851721 b,2,Transit,2018.0,1.051,3.0
56,EPIC 248847494 b,1,Transit,2018.0,1.11,13.0
57,EPIC 249893012 b,1,Transit,2020.0,0.17396735,0.02753044
58,EPIC 249893012 c,1,Transit,2020.0,0.32741547,0.04615675
59,EPIC 249893012 d,1,Transit,2020.0,0.35150326,0.0320297
60,G 9-40 b,1,Transit,2019.0,0.17508267,0.024698865
61,GJ 1132 b,1,Transit,2015.0,0.104894135,0.0052701250000000005
62,GJ 1214 b,1,Transit,2009.0,0.24382235,0.02004216
63,GJ 1252 b,1,Transit,2020.0,0.1062986,0.00449928
64,GJ 143 b,1,Transit,2019.0,0.2328486,0.07142183
65,GJ 3090 b,1,Transit,2022.0,0.192256555,0.012365165000000001
66,GJ 341 b,1,Transit,2025.0,0.07850848,0.01258541
67,GJ 3470 b,1,Radial Velocity,2012.0,0.37770229499999997,0.04373407
68,GJ 3473 b,2,Transit,2020.0,0.11276653,0.00585219
69,GJ 357 b,1,Transit,2019.0,0.108261315,0.005773540000000001
70,GJ 367 b,1,Transit,2021.0,0.063208245,0.001854775
71,GJ 3929 b,1,Transit,2022.0,0.09991987499999999,0.004656604999999999
72,GJ 414 A b,2,Radial Velocity,2021.0,0.23463288,0.02391215
73,GJ 414 A c,2,Radial Velocity,2021.0,0.74939781,0.16936727
74,GJ 436 b,1,Radial Velocity,2004.0,0.371,0.07295
75,GJ 486 b,1,Radial Velocity,2021.0,0.1164243,0.00887267
76,GJ 806 b,1,Transit,2023.0,0.11874407,0.00597807
77,GJ 9827 b,1,Transit,2017.0,0.14069052,0.01532273
78,GJ 9827 c,1,Transit,2017.0,0.11067009,0.00520721
79,GJ 9827 d,1,Transit,2017.0,0.18039076,0.01076052
80,GPX-1 b,1,Transit,2021.0,1.47,19.7
81,GQ Lup b,1,Imaging,2004.0,3.8,25.5
82,GSC 06214-00210 b,1,Imaging,2010.0,1.8,15.0
83,GU Psc b,1,Imaging,2014.0,1.265,11.3
84,Gaia-1 b,1,Transit,2022.0,1.229,1.68
85,Gaia-2 b,1,Transit,2022.0,1.322,0.817
86,Gliese 12 b,1,Transit,2024.0,0.08296919,0.01217638
87,HAT-P-1 b,2,Transit,2006.0,1.2805,0.527
88,HAT-P-11 b,1,Transit,2008.0,0.422,0.081
89,HAT-P-12 b,1,Transit,2009.0,0.959,0.21
90,HAT-P-13 b,1,Transit,2009.0,1.384,0.891
91,HAT-P-14 b,2,Transit,2010.0,1.1749999999999998,2.2755
92,HAT-P-15 b,1,Transit,2010.0,1.072,1.946
93,HAT-P-16 b,3,Transit,2010.0,1.289,4.193
94,HAT-P-17 b,1,Transit,2012.0,1.015,0.54
95,HAT-P-18 b,1,Transit,2010.0,0.995,0.197
96,HAT-P-19 b,1,Transit,2010.0,1.132,0.284
97,HAT-P-2 b,1,Transit,2007.0,1.1285,8.82
98,HAT-P-20 b,1,Transit,2010.0,0.8685,7.258
99,HAT-P-21 b,1,Transit,2010.0,1.0670000000000002,4.1465
100,HAT-P-22 b,2,Transit,2010.0,1.08,2.172
101,HAT-P-23 b,1,Transit,2010.0,1.368,2.07
102,HAT-P-24 b,2,Transit,2010.0,1.271,0.704
103,HAT-P-25 b,1,Transit,2012.0,1.19,0.567
104,HAT-P-26 b,1,Transit,2010.0,0.63,0.059
105,HAT-P-27 b,2,Transit,2011.0,1.02,0.62
106,HAT-P-28 b,1,Transit,2011.0,1.212,0.6315
107,HAT-P-29 b,2,Transit,2011.0,1.107,0.773
108,HAT-P-3 b,2,Transit,2007.0,0.899,0.5974999999999999
109,HAT-P-30 b,2,Transit,2011.0,1.3900000000000001,0.7395
110,HAT-P-31 b,1,Transit,2011.0,1.07,2.171
111,HAT-P-32 b,2,Transit,2011.0,1.789,0.83
112,HAT-P-33 b,2,Transit,2011.0,1.686,0.762
113,HAT-P-34 b,1,Transit,2011.0,1.197,3.33
114,HAT-P-35 b,3,Transit,2011.0,1.332,1.056
115,HAT-P-36 b,1,Transit,2011.0,1.2705,1.8491
116,HAT-P-37 b,1,Transit,2011.0,1.178,1.19
117,HAT-P-38 b,1,Transit,2012.0,0.825,0.267
118,HAT-P-39 b,2,Transit,2012.0,1.571,0.584
119,HAT-P-4 b,2,Transit,2007.0,1.303,0.6755
120,HAT-P-40 b,1,Transit,2012.0,1.73,0.581
121,HAT-P-41 b,2,Transit,2012.0,1.685,0.8
122,HAT-P-42 b,1,Transit,2012.0,1.28,0.962
123,HAT-P-43 b,1,Transit,2012.0,1.281,0.696
124,HAT-P-44 b,1,Transit,2014.0,1.242,0.352
125,HAT-P-45 b,1,Transit,2014.0,1.426,0.876
126,HAT-P-46 b,1,Transit,2014.0,1.284,0.493
127,HAT-P-49 b,1,Transit,2014.0,1.413,1.77
128,HAT-P-5 b,1,Transit,2007.0,1.254,1.06
129,HAT-P-50 b,1,Transit,2015.0,1.288,1.3545
130,HAT-P-51 b,1,Transit,2015.0,1.293,0.309
131,HAT-P-52 b,1,Transit,2015.0,1.009,0.8174999999999999
132,HAT-P-53 b,1,Transit,2015.0,1.318,1.4805000000000001
133,HAT-P-54 b,1,Transit,2015.0,0.944,1.29
134,HAT-P-55 b,1,Transit,2015.0,1.182,0.582
135,HAT-P-56 b,1,Transit,2015.0,1.466,2.18
136,HAT-P-57 b,3,Transit,2015.0,1.5765,1.63
137,HAT-P-58 b,1,Transit,2021.0,1.332,0.372
138,HAT-P-59 b,1,Transit,2021.0,1.123,1.54
139,HAT-P-6 b,1,Transit,2007.0,1.33,1.063
140,HAT-P-60 b,1,Transit,2021.0,1.631,0.574
141,HAT-P-61 b,1,Transit,2021.0,0.899,1.057
142,HAT-P-62 b,1,Transit,2021.0,1.073,0.761
143,HAT-P-63 b,1,Transit,2021.0,1.119,0.614
144,HAT-P-64 b,1,Transit,2021.0,1.703,0.58
145,HAT-P-65 b,1,Transit,2016.0,1.7505,0.5405
146,HAT-P-66 b,1,Transit,2016.0,1.59,0.783
147,HAT-P-67 b,2,Transit,2017.0,2.1125,0.395
148,HAT-P-68 b,1,Transit,2020.0,1.072,0.724
149,HAT-P-69 b,1,Transit,2019.0,1.676,3.58
150,HAT-P-7 b,3,Transit,2008.0,1.4780000000000002,1.79
151,HAT-P-70 b,1,Transit,2019.0,1.87,6.78
152,HAT-P-8 b,3,Transit,2008.0,1.45,1.3170000000000002
153,HAT-P-9 b,1,Transit,2008.0,1.4,0.761
154,HATS-1 b,1,Transit,2012.0,1.302,1.8025
155,HATS-10 b,1,Transit,2015.0,0.969,0.5555
156,HATS-11 b,1,Transit,2016.0,1.4985,0.84
157,HATS-12 b,1,Transit,2016.0,1.367,2.385
158,HATS-13 b,1,Transit,2015.0,1.212,0.5675
159,HATS-14 b,1,Transit,2015.0,1.039,1.07
160,HATS-15 b,1,Transit,2016.0,1.105,2.17
161,HATS-16 b,1,Transit,2016.0,1.3,3.27
162,HATS-17 b,1,Transit,2016.0,0.777,1.338
163,HATS-18 b,1,Transit,2016.0,1.333,1.9797500000000001
164,HATS-2 b,1,Transit,2013.0,1.168,1.37
165,HATS-22 b,1,Transit,2017.0,0.953,2.74
166,HATS-23 b,1,Transit,2017.0,1.86,1.47
167,HATS-24 b,1,Transit,2017.0,1.441,2.3499999999999996
168,HATS-25 b,1,Transit,2016.0,1.26,0.613
169,HATS-26 b,1,Transit,2016.0,1.75,0.65
170,HATS-27 b,1,Transit,2016.0,1.5,0.53
171,HATS-28 b,1,Transit,2016.0,1.194,0.672
172,HATS-29 b,1,Transit,2016.0,1.226,0.6515
173,HATS-3 b,1,Transit,2013.0,1.381,1.071
174,HATS-30 b,2,Transit,2016.0,1.175,0.706
175,HATS-31 b,1,Transit,2016.0,1.64,0.88
176,HATS-32 b,1,Transit,2016.0,1.249,0.92
177,HATS-33 b,1,Transit,2016.0,1.23,1.192
178,HATS-34 b,1,Transit,2016.0,1.43,0.941
179,HATS-35 b,1,Transit,2016.0,1.464,1.222
180,HATS-36 b,1,Transit,2018.0,1.235,3.216
181,HATS-37 A b,2,Transit,2020.0,0.606,0.099
182,HATS-38 b,1,Transit,2020.0,0.614,0.074
183,HATS-39 b,1,Transit,2018.0,1.57,0.63
184,HATS-4 b,1,Transit,2014.0,1.02,1.3159999999999998
185,HATS-40 b,1,Transit,2018.0,1.58,1.59
186,HATS-41 b,1,Transit,2018.0,1.33,9.7
187,HATS-42 b,1,Transit,2018.0,1.4,1.88
188,HATS-43 b,1,Transit,2018.0,1.18,0.261
189,HATS-44 b,1,Transit,2018.0,1.067,0.56
190,HATS-45 b,1,Transit,2018.0,1.286,0.7
191,HATS-46 b,1,Transit,2018.0,0.903,0.173
192,HATS-47 b,1,Transit,2020.0,1.117,0.369
193,HATS-48 A b,2,Transit,2020.0,0.8,0.243
194,HATS-49 b,1,Transit,2020.0,0.765,0.353
195,HATS-5 b,1,Transit,2014.0,0.912,0.2375
196,HATS-50 b,1,Transit,2017.0,1.13,0.39
197,HATS-51 b,1,Transit,2017.0,1.41,0.768
198,HATS-52 b,1,Transit,2017.0,1.382,2.24
199,HATS-53 b,1,Transit,2017.0,1.34,0.595
200,HATS-54 b,1,Transit,2019.0,1.041,0.7565
201,HATS-55 b,1,Transit,2019.0,1.251,0.921
202,HATS-56 b,1,Transit,2019.0,1.688,0.602
203,HATS-57 b,1,Transit,2019.0,1.139,3.147
204,HATS-58 A b,2,Transit,2019.0,1.095,1.03
205,HATS-59 b,1,Transit,2018.0,1.126,0.806
206,HATS-6 b,1,Transit,2015.0,0.998,0.319
207,HATS-60 b,1,Transit,2018.0,1.153,0.662
208,HATS-61 b,1,Transit,2018.0,1.195,3.4
209,HATS-62 b,1,Transit,2018.0,1.055,0.179
210,HATS-63 b,1,Transit,2018.0,1.207,0.96
211,HATS-64 b,1,Transit,2018.0,1.679,0.96
212,HATS-65 b,2,Transit,2018.0,1.501,0.821
213,HATS-66 b,1,Transit,2018.0,1.411,5.33
214,HATS-67 b,1,Transit,2018.0,1.685,1.45
215,HATS-68 b,1,Transit,2018.0,1.232,1.29
216,HATS-69 b,1,Transit,2018.0,0.945,0.577
217,HATS-7 b,1,Transit,2015.0,0.563,0.1215
218,HATS-70 b,1,Transit,2019.0,1.384,12.9
219,HATS-71 b,1,Transit,2020.0,1.024,0.37
220,HATS-72 b,1,Transit,2020.0,0.7224,0.1254
221,HATS-74 A b,2,Transit,2021.0,1.032,1.46
222,HATS-75 b,1,Transit,2021.0,0.884,0.491
223,HATS-76 b,1,Transit,2021.0,1.079,2.629
224,HATS-77 b,1,Transit,2021.0,1.165,1.374
225,HATS-8 b,1,Transit,2015.0,0.873,0.14150000000000001
226,HATS-9 b,1,Transit,2015.0,1.065,0.823
227,HD 106315 b,1,Transit,2017.0,0.21411403,0.03303669
228,HD 106315 c,1,Transit,2017.0,0.39066889,0.04593674
229,HD 110067 b,3,Transit,2023.0,0.19627119,0.01790274
230,HD 110067 c,3,Transit,2023.0,0.21304346,0.01982202
231,HD 110067 d,3,Transit,2023.0,0.25443884,0.02680692
232,HD 110067 e,3,Transit,2023.0,0.17307551,0.01227077
233,HD 110067 f,3,Transit,2023.0,0.23204608,0.01585761
234,HD 110067 g,3,Transit,2023.0,0.23258136,0.02642936
235,HD 110113 b,1,Transit,2021.0,0.18288875,0.01431583
236,HD 114082 b,1,Radial Velocity,2022.0,1.0,8.0
237,HD 118203 b,1,Radial Velocity,2005.0,1.136,2.17
238,HD 135344 A b,2,Imaging,2025.0,1.45,10.0
239,HD 135694 b,1,Transit,2023.0,0.224909535,0.01856348
240,HD 136352 b,1,Radial Velocity,2019.0,0.14657889,0.01472493
241,HD 136352 c,1,Radial Velocity,2019.0,0.25488491,0.03536499
242,HD 136352 d,1,Radial Velocity,2019.0,0.22611333,0.027499114999999998
243,HD 137496 b,1,Transit,2021.0,0.11687057,0.01271126
244,HD 1397 b,1,Transit,2018.0,1.0245,0.391
245,HD 143811 AB b,2,Imaging,2025.0,1.4,6.1
246,HD 149026 b,1,Radial Velocity,2005.0,0.7324999999999999,0.3595
247,HD 152843 b,1,Transit,2021.0,0.288161795,0.033634505
248,HD 152843 c,1,Transit,2021.0,0.52502544,0.058474950000000005
249,HD 15337 b,1,Transit,2019.0,0.1516,0.02265362
250,HD 15337 c,1,Transit,2019.0,0.225,0.02551679
251,HD 17156 b,1,Radial Velocity,2007.0,1.0905,3.2474999999999996
252,HD 183579 b,1,Transit,2021.0,0.31492605,0.06198282
253,HD 18599 b,2,Transit,2022.0,0.23641757,0.078029525
254,HD 189733 b,2,Radial Velocity,2005.0,1.138,1.144
255,HD 191939 b,1,Transit,2020.0,0.30289315,0.03146352
256,HD 191939 c,1,Transit,2020.0,0.2839132,0.02265373
257,HD 191939 d,1,Transit,2020.0,0.2712111,0.00880979
258,HD 202772 A b,2,Transit,2019.0,1.5859999999999999,1.0175
259,HD 203030 b,1,Imaging,2006.0,1.29,11.0
260,HD 20329 b,1,Transit,2022.0,0.15344839,0.02334593
261,HD 206893 b,1,Imaging,2021.0,1.25,28.0
262,HD 206893 c,1,Imaging,2022.0,1.46,12.7
263,HD 207496 b,1,Transit,2023.0,0.2007319,0.01919275
264,HD 207897 b,1,Transit,2021.0,0.21607769,0.045936740000000004
265,HD 209458 b,1,Radial Velocity,1999.0,1.39,0.685
266,HD 213885 b,1,Transit,2019.0,0.15567847,0.02778215
267,HD 21520 b,1,Transit,2024.0,0.24061064,0.05569043
268,HD 21749 c,1,Transit,2019.0,0.07957891,0.01164144
269,HD 219134 b,1,Radial Velocity,2015.0,0.14309929500000002,0.014278260000000001
270,HD 219134 c,1,Radial Velocity,2015.0,0.13480239,0.01371803
271,HD 219134 d,1,Radial Velocity,2015.0,0.14363458,0.05087625
272,HD 219666 b,1,Transit,2018.0,0.42859903,0.053614590000000004
273,HD 221416 b,1,Transit,2019.0,0.836,0.19
274,HD 224018 b,1,Radial Velocity,2025.0,0.0811849,0.01290004
275,HD 224018 c,1,Transit,2025.0,0.21589831,0.03272206
276,HD 224018 d,1,Transit,2025.0,0.21411403,0.01321468
277,HD 22946 d,1,Transit,2023.0,0.23258136,0.08359857
278,HD 23472 b,1,Transit,2019.0,0.17271850500000002,0.041279995
279,HD 23472 c,1,Transit,2019.0,0.179275725,0.032391555
280,HD 23472 d,1,Transit,2022.0,0.06691063,0.00173049
281,HD 23472 e,1,Transit,2022.0,0.0729772,0.00226537
282,HD 23472 f,1,Transit,2022.0,0.10143652,0.00242269
283,HD 235088 b,1,Transit,2023.0,0.18097382499999998,0.01313602
284,HD 25463 b,1,Transit,2023.0,0.23041159,0.027058625
285,HD 25463 c,1,Transit,2023.0,0.12773461,0.013214674999999999
286,HD 260655 b,1,Transit,2022.0,0.113748075,0.0068118499999999995
287,HD 260655 c,1,Transit,2022.0,0.13676533,0.00972223
288,HD 2685 b,1,Transit,2019.0,1.44,1.17
289,HD 28109 b,1,Transit,2022.0,0.21808406,0.03885115
290,HD 28109 c,1,Transit,2022.0,0.372915265,0.026968955
291,HD 28109 d,1,Transit,2022.0,0.283701085,0.01806163
292,HD 3167 b,1,Transit,2016.0,0.147069575,0.01579465
293,HD 3167 c,1,Transit,2016.0,0.26764253,0.03083425
294,HD 332231 b,1,Transit,2020.0,0.838221595,0.238572335
295,HD 35843 c,1,Transit,2025.0,0.22660401,0.0356167
296,HD 5278 b,1,Transit,2021.0,0.21857474,0.02454154
297,HD 6061 b,2,Transit,2023.0,0.21757712499999998,0.03272206
298,HD 63433 b,1,Transit,2020.0,0.19200815,0.09290390000000001
299,HD 63433 c,1,Transit,2020.0,0.235188485,0.051504205
300,HD 63454 b,1,Radial Velocity,2005.0,1.098,0.398
301,HD 63935 b,1,Transit,2021.0,0.26343842500000003,0.033508645000000004
302,HD 63935 c,1,Radial Velocity,2021.0,0.26605956,0.03492451
303,HD 73344 b,1,Transit,2024.0,0.25729369,0.03297377
304,HD 73583 b,1,Transit,2022.0,0.25095378,0.04105989
305,HD 73583 c,1,Transit,2022.0,0.228260945,0.050656265
306,HD 77946 b,1,Transit,2024.0,0.24986488,0.030330835
307,HD 80606 b,2,Radial Velocity,2001.0,1.003,4.116
308,HD 80653 b,1,Transit,2020.0,0.143902345,0.017808305
309,HD 86226 c,1,Transit,2020.0,0.19270229,0.02281094
310,HD 88986 b,1,Radial Velocity,2023.0,0.2221433,0.05411725
311,HD 89345 b,1,Transit,2018.0,0.648,0.1123242
312,HD 93963 A b,2,Transit,2022.0,0.13110413,0.01356078
313,HD 93963 A c,2,Transit,2022.0,0.283155125,0.059151415
314,HD 95338 b,1,Radial Velocity,2020.0,0.35852128,0.13426525
315,HD 97658 b,1,Radial Velocity,2010.0,0.20501418,0.024651605
316,HIP 116454 b,2,Transit,2014.0,0.22299084000000002,0.034389075
317,HIP 29442 c,1,Radial Velocity,2023.0,0.139664795,0.01415858
318,HIP 29442 d,1,Radial Velocity,2023.0,0.129717415,0.01610932
319,HIP 41378 b,1,Transit,2016.0,0.223659945,0.025092154999999998
320,HIP 41378 c,1,Transit,2016.0,0.23338429,0.017194815000000002
321,HIP 41378 d,1,Transit,2016.0,0.31581819,0.01447322
322,HIP 41378 e,1,Transit,2016.0,0.43893376,0.03775622
323,HIP 41378 f,1,Transit,2016.0,0.82077044,0.03775622
324,HIP 65 A b,2,Transit,2020.0,2.03,3.213
325,HIP 65426 b,1,Imaging,2017.0,1.5,9.0
326,HIP 8152 b,1,Transit,2023.0,0.227329255,0.026272035
327,HIP 8152 c,1,Transit,2023.0,0.22323283500000002,0.031620835
328,HIP 94235 b,2,Transit,2022.0,0.26764253,1.19246736
329,HIP 9618 b,1,Transit,2023.0,0.34154589,0.02642936
330,HIP 9618 c,1,Transit,2023.0,0.298243,0.02485618
331,HIP 97166 b,1,Transit,2021.0,0.232854975,0.06151118
332,HN Peg b,1,Imaging,2006.0,1.05066,21.9987
333,HR 2562 b,1,Imaging,2016.0,1.11,30.0
334,HR 858 b,2,Transit,2019.0,0.17878521,0.01116955
335,HR 858 c,2,Transit,2019.0,0.17655486,0.01195614
336,HR 858 d,2,Transit,2019.0,0.17851757,0.0223391
337,HR 8799 b,1,Imaging,2008.0,1.2,7.0
338,HR 8799 c,1,Imaging,2008.0,1.2,10.0
339,HR 8799 d,1,Imaging,2008.0,1.2,10.0
340,HR 8799 e,1,Imaging,2010.0,1.17,10.0
341,K2-10 b,1,Transit,2015.0,0.33959347,0.08211957
342,K2-100 b,1,Transit,2016.0,0.332322815,0.04688064
343,K2-105 b,1,Transit,2017.0,0.336164105,0.07142195
344,K2-107 b,1,Transit,2017.0,1.44,0.84
345,K2-108 b,1,Transit,2017.0,0.471050455,0.18689283
346,K2-110 b,1,Transit,2017.0,0.23124275,0.05254381
347,K2-111 b,1,Transit,2017.0,0.1623698,0.0169903
348,K2-113 b,1,Transit,2017.0,0.93,1.29
349,K2-114 b,1,Transit,2017.0,0.942,2.01
350,K2-115 b,1,Transit,2017.0,1.084,0.925
351,K2-12 b,1,Transit,2015.0,0.21768259,0.01636103
352,K2-121 b,1,Transit,2017.0,0.63877351,0.16046394
353,K2-131 b,1,Transit,2017.0,0.15077196,0.02045118
354,K2-132 b,1,Transit,2017.0,1.3,0.49
355,K2-136 b,2,Transit,2017.0,0.09046318,0.01352931
356,K2-136 c,2,Transit,2017.0,0.26764253,0.05694897
357,K2-136 d,2,Transit,2017.0,0.13962019,0.00943906
358,K2-137 b,1,Transit,2017.0,0.07940048,0.5
359,K2-138 b,1,Transit,2017.0,0.13471318,0.00975364
360,K2-138 c,1,Transit,2017.0,0.20510304,0.01985338
361,K2-138 d,1,Transit,2017.0,0.21322152,0.02491898
362,K2-138 e,1,Transit,2017.0,0.30243554,0.04080798
363,K2-138 f,1,Transit,2017.0,0.25907753,0.00512853
364,K2-138 g,1,Transit,2021.0,0.26880186,0.01359217
365,K2-139 b,1,Transit,2017.0,0.808,0.387
366,K2-140 b,1,Transit,2017.0,1.1524999999999999,0.9744999999999999
367,K2-141 b,1,Transit,2018.0,0.134713295,0.01610924
368,K2-141 c,1,Transit,2018.0,0.6244987099999999,0.02422685
369,K2-146 b,1,Transit,2018.0,0.191810325,0.017889785
370,K2-146 c,1,Transit,2019.0,0.213221715,0.022959550000000002
371,K2-157 b,1,Transit,2018.0,0.0834,0.0036
372,K2-167 b,1,Transit,2018.0,0.20519261,0.02045129
373,K2-18 b,1,Transit,2015.0,0.215942735,0.02609886
374,K2-180 b,1,Transit,2018.0,0.2,0.0359
375,K2-182 b,1,Transit,2018.0,0.24099306999999998,0.06446352
376,K2-19 b,1,Transit,2015.0,0.62449925,0.09942472
377,K2-19 c,1,Transit,2015.0,0.36577813,0.03479865
378,K2-19 d,1,Transit,2016.0,0.09902774,0.03146352
379,K2-199 b,1,Transit,2018.0,0.1547866,0.022024465
380,K2-199 c,1,Transit,2018.0,0.246231135,0.039329395
381,K2-216 b,1,Transit,2018.0,0.15211004,0.022181720000000002
382,K2-22 b,2,Transit,2015.0,0.22303506,1.4
383,K2-222 b,1,Transit,2018.0,0.20965332,0.024384225
384,K2-229 b,1,Transit,2018.0,0.10678919,0.0080232
385,K2-229 c,1,Transit,2018.0,0.185565325,0.04452071
386,K2-232 b,1,Transit,2018.0,1.029,0.3925
387,K2-233 b,1,Transit,2018.0,0.11856564,0.02148958
388,K2-233 c,1,Transit,2018.0,0.113881895,0.027388995
389,K2-233 d,1,Transit,2018.0,0.210590065,0.049460649999999995
390,K2-237 b,1,Transit,2018.0,1.5434999999999999,1.3645
391,K2-238 b,1,Transit,2018.0,1.3,0.86
392,K2-24 b,1,Transit,2016.0,0.49424611,0.06103907
393,K2-24 c,1,Transit,2016.0,0.6833800050000001,0.06512928
394,K2-25 b,1,Transit,2015.0,0.306,0.07708562
395,K2-260 b,1,Transit,2018.0,1.5975000000000001,1.5699999999999998
396,K2-261 b,1,Transit,2018.0,0.85,0.215
397,K2-263 b,1,Transit,2018.0,0.21500617,0.04688064
398,K2-265 b,2,Transit,2018.0,0.1524,0.02057704
399,K2-266 b,2,Transit,2018.0,0.29440628,0.03545236
400,K2-266 c,2,Transit,2018.0,0.06289589,0.00091285
401,K2-266 d,2,Transit,2018.0,0.26139709,0.02800239
402,K2-266 e,2,Transit,2018.0,0.24355429,0.04499261
403,K2-27 b,3,Transit,2016.0,0.39967883,0.09501983
404,K2-277 b,1,Transit,2018.0,0.19894762,0.023283
405,K2-280 b,1,Transit,2018.0,0.6673220550000001,0.135450445
406,K2-285 b,1,Transit,2018.0,0.23106432,0.03045653
407,K2-285 c,1,Transit,2018.0,0.31492551,0.04933455
408,K2-285 d,1,Transit,2018.0,0.22125078,0.02045118
409,K2-285 e,1,Transit,2018.0,0.17396735,0.0336658
410,K2-287 b,1,Transit,2018.0,0.847,0.315
411,K2-29 b,2,Transit,2016.0,1.095,0.6715
412,K2-290 b,3,Transit,2019.0,0.27299491,0.03429506
413,K2-290 c,3,Transit,2019.0,1.008,0.774
414,K2-291 b,1,Transit,2019.0,0.14176108,0.02041972
415,K2-292 b,1,Transit,2019.0,0.23463288,0.07708523
416,K2-295 b,1,Transit,2018.0,0.897,0.335
417,K2-3 b,1,Transit,2015.0,0.190918175,0.02057709
418,K2-3 c,1,Transit,2015.0,0.15211004,0.009092929999999999
419,K2-3 d,1,Transit,2015.0,0.136051505,0.00786588
420,K2-30 b,1,Transit,2016.0,1.069,0.589
421,K2-31 b,2,Transit,2016.0,2.581926095,1.75381994
422,K2-32 b,2,Transit,2016.0,0.46520693999999996,0.051600045
423,K2-32 c,2,Transit,2016.0,0.27406595499999997,0.025485385
424,K2-32 d,2,Transit,2016.0,0.30841315,0.03775614
425,K2-32 e,2,Transit,2019.0,0.10812758,0.00660734
426,K2-329 b,1,Transit,2020.0,0.774,0.26
427,K2-33 b,1,Transit,2016.0,0.48175573000000005,3.6500000000000004
428,K2-34 b,1,Transit,2016.0,1.3635000000000002,1.729
429,K2-36 b,1,Transit,2016.0,0.12757605,0.01352931
430,K2-36 c,1,Transit,2016.0,0.28548488,0.02485618
431,K2-37 d,1,Transit,2016.0,0.20608475,0.0393294
432,K2-370 b,1,Transit,2022.0,0.23820186,0.03492451
