,pl_name,sy_snum,discoverymethod,disc_year,pl_radj,pl_bmassj
862,LHS 1815 b,1,Transit,2020.0,0.097064945,0.01617218
863,LHS 1903 b,1,Transit,2026.0,0.12329399,0.01032003
864,LHS 1903 c,1,Transit,2026.0,0.18253221,0.0143159
865,LHS 1903 d,1,Transit,2026.0,0.22303545,0.01875226
866,LHS 1903 e,1,Transit,2026.0,0.15451896,0.01821738
867,LHS 3844 b,1,Transit,2019.0,0.11472943,0.00745685
868,LP 714-47 b,1,Transit,2020.0,0.41930591,0.09690715
869,LP 791-18 c,1,Transit,2019.0,0.22035902,0.0223391
870,LP 791-18 d,1,Transit,2023.0,0.09206903,0.0028474499999999996
871,LP 890-9 b,1,Transit,2022.0,0.11776272,0.04153184
872,LP 890-9 c,1,Transit,2022.0,0.12195578,0.0796027
873,LTT 1445 A b,3,Transit,2019.0,0.121331175,0.00794454
874,LTT 1445 A c,3,Transit,2022.0,0.10232866,0.0043105
875,LTT 3780 b,2,Transit,2020.0,0.11820879,0.00774003
876,LTT 3780 c,2,Transit,2020.0,0.21054546000000002,0.02369203
877,LTT 9779 b,1,Transit,2020.0,0.42109056,0.092250805
878,Lupus-TR-3 b,1,Transit,2007.0,0.89,0.81
879,MASCARA-1 b,1,Transit,2017.0,1.5,3.7
880,MASCARA-4 b,2,Transit,2020.0,1.5225,2.3875
881,NGTS-1 b,1,Transit,2017.0,1.33,0.812
882,NGTS-10 b,1,Transit,2020.0,1.205,2.162
883,NGTS-11 b,1,Transit,2020.0,0.817,0.344
884,NGTS-12 b,1,Transit,2020.0,1.048,0.208
885,NGTS-13 b,1,Transit,2021.0,1.142,4.84
886,NGTS-14 A b,2,Transit,2021.0,0.444,0.092
887,NGTS-15 b,1,Transit,2021.0,1.1,0.751
888,NGTS-16 b,1,Transit,2021.0,1.3,0.667
889,NGTS-17 b,1,Transit,2021.0,1.24,0.764
890,NGTS-18 b,1,Transit,2021.0,1.21,0.409
891,NGTS-2 b,1,Transit,2018.0,1.595,0.74
892,NGTS-20 b,1,Transit,2022.0,1.07,2.98
893,NGTS-21 b,1,Transit,2022.0,1.33,2.36
894,NGTS-23 b,1,Transit,2022.0,1.267,0.613
895,NGTS-24 b,1,Transit,2022.0,1.214,0.52
896,NGTS-25 b,1,Transit,2022.0,1.023,0.639
897,NGTS-26 b,1,Transit,2024.0,1.328,0.292
898,NGTS-27 b,1,Transit,2024.0,1.396,0.593
899,NGTS-3 A b,2,Transit,2018.0,1.48,2.38
900,NGTS-30 b,1,Transit,2024.0,0.928,0.96
901,NGTS-31 b,1,Transit,2025.0,1.61,1.12
902,NGTS-32 b,1,Transit,2025.0,1.42,0.57
903,NGTS-33 b,1,Transit,2024.0,1.64,3.63
904,NGTS-34 b,1,Transit,2025.0,0.32563175,0.06009532
905,NGTS-35 b,1,Transit,2025.0,0.97243454,0.47824548
906,NGTS-4 b,1,Transit,2019.0,0.2837006,0.06481452
907,NGTS-5 b,1,Transit,2019.0,1.136,0.229
908,NGTS-6 b,1,Transit,2019.0,1.326,1.339
909,NGTS-8 b,1,Transit,2019.0,1.09,0.93
910,NGTS-9 b,1,Transit,2019.0,1.07,2.9
911,OGLE-TR-10 b,1,Transit,2004.0,1.25,0.63
912,OGLE-TR-111 b,1,Transit,2004.0,1.031,0.535
913,OGLE-TR-113 b,1,Transit,2004.0,1.09,1.26
914,OGLE-TR-132 b,1,Transit,2004.0,1.2,1.17
915,OGLE-TR-182 b,1,Transit,2007.0,1.47,1.06
916,OGLE-TR-211 b,1,Transit,2007.0,1.262,0.75
917,OGLE-TR-56 b,1,Transit,2002.0,1.3,1.3
918,OGLE2-TR-L9 b,1,Transit,2008.0,1.614,4.4
919,PDS 70 b,1,Imaging,2018.0,1.96,3.2
920,PDS 70 c,1,Imaging,2019.0,2.01,4.75
921,PH1 b,4,Transit,2012.0,0.551,0.531
922,PH2 b,1,Transit,2013.0,0.84664255,0.34235455
923,POTS-1 b,1,Transit,2013.0,0.941,2.31
924,Qatar-1 b,1,Transit,2010.0,1.1535,1.2934999999999999
925,Qatar-10 b,1,Transit,2019.0,1.543,0.736
926,Qatar-2 b,1,Transit,2011.0,1.15,2.487
927,Qatar-3 b,1,Transit,2017.0,1.096,4.31
928,Qatar-4 b,1,Transit,2017.0,1.135,6.1
929,Qatar-5 b,1,Transit,2017.0,1.107,4.32
930,Qatar-6 b,2,Transit,2017.0,1.113,0.6755
931,Qatar-7 b,1,Transit,2019.0,1.7,1.88
932,Qatar-8 b,1,Transit,2019.0,1.285,0.371
933,Qatar-9 b,1,Transit,2019.0,1.009,1.19
934,Ross 176 b,1,Transit,2025.0,0.16415409,0.01437883
935,Ross 458 c,2,Imaging,2010.0,1.25,6.0
936,SWEEPS-11 b,1,Transit,2006.0,1.13,9.7
937,SWEEPS-4 b,1,Transit,2006.0,0.81,3.8
938,TIC 139270665 b,1,Transit,2024.0,0.645,0.463
939,TIC 147027702 b,1,Transit,2026.0,0.975,1.09
940,TIC 172900988 b,2,Transit,2021.0,1.00321343,2.69862599
941,TIC 183374187 b,1,Transit,2026.0,1.252,0.56
942,TIC 237913194 b,1,Transit,2020.0,1.117,1.942
943,TIC 241249530 b,2,Transit,2024.0,1.186,4.98
944,TIC 245076932 b,1,Transit,2026.0,0.97,0.51
945,TIC 257060897 b,1,Transit,2021.0,1.5150000000000001,0.652
946,TIC 279401253 b,1,Transit,2023.0,1.0,6.14
947,TIC 365102760 b,1,Transit,2024.0,0.55402005,0.06040996
948,TIC 393818343 b,2,Transit,2024.0,1.087,4.34
949,TIC 46432937 b,1,Transit,2024.0,1.188,3.2
950,TIC 4672985 b,1,Transit,2024.0,1.026,12.74
951,TIC 87422071 b,1,Transit,2026.0,0.969,1.29
952,TOI-1011 b,1,Transit,2025.0,0.12936056,0.01271126
953,TOI-1052 b,1,Transit,2023.0,0.25604469,0.05317335
954,TOI-1062 b,1,Transit,2021.0,0.20207011,0.03193547
955,TOI-1064 b,1,Transit,2022.0,0.23079708,0.04247575
956,TOI-1064 c,1,Transit,2022.0,0.23650679,0.00786588
957,TOI-1075 b,1,Transit,2022.0,0.15978259,0.0313062
958,TOI-1080 b,1,Transit,2026.0,0.10705701,0.03366596
959,TOI-1107 b,1,Transit,2022.0,1.3,3.35
960,TOI-1117 b,1,Transit,2025.0,0.21946688,0.02800253
961,TOI-1130 b,1,Transit,2020.0,0.32206318,0.061479715000000004
962,TOI-1130 c,1,Transit,2020.0,1.344166425,0.99936767
963,TOI-1135 b,1,Transit,2024.0,0.845,0.1735
964,TOI-1136 b,1,Transit,2022.0,0.16950694,0.09753691
965,TOI-1136 c,1,Transit,2022.0,0.24707713,0.02391227
966,TOI-1136 d,1,Transit,2022.0,0.41227248,0.03870013
967,TOI-1136 e,1,Transit,2022.0,0.22710987,0.07551244
968,TOI-1136 f,1,Transit,2022.0,0.33329657,0.10068326
969,TOI-1136 g,1,Transit,2022.0,0.22571187,0.03838549
970,TOI-1173 b,2,Transit,2024.0,0.8122688199999999,0.0876259
971,TOI-1174 b,1,Transit,2024.0,0.22361225,0.10068326
972,TOI-1180 b,1,Transit,2024.0,0.27086979,0.03146352
973,TOI-1181 b,1,Transit,2022.0,1.44496987,1.18
974,TOI-1184 b,1,Transit,2024.0,0.21498325,0.02139519
975,TOI-1194 b,1,Transit,2023.0,0.772324165,0.41678111
976,TOI-1199 b,1,Transit,2024.0,0.938,0.239
977,TOI-1201 b,2,Transit,2021.0,0.21545224,0.01975909
978,TOI-1203 b,1,Radial Velocity,2025.0,0.13560555,0.0110437
979,TOI-1203.01,1,Transit,2021.0,0.26032697,0.02325154
980,TOI-1221 b,1,Transit,2023.0,0.25961326,3.5
981,TOI-1231 b,1,Transit,2021.0,0.32563175,0.04845382
982,TOI-1232 b,1,Transit,2026.0,0.975,0.694
983,TOI-1235 b,1,Transit,2020.0,0.15112882,0.02104909
984,TOI-1238 b,1,Transit,2022.0,0.10794916,0.01183028
985,TOI-1238 c,1,Transit,2022.0,0.18824192,0.02617765
986,TOI-1243 b,1,Transit,2026.0,0.20786903,0.02422691
987,TOI-1244 b,1,Transit,2024.0,0.21198309,0.02076592
988,TOI-1246 b,1,Transit,2022.0,0.26853468,0.02548545
989,TOI-1246 c,1,Transit,2022.0,0.22130016000000002,0.02815985
990,TOI-1246 d,1,Transit,2022.0,0.30963553,0.016832979999999997
991,TOI-1246 e,1,Transit,2022.0,0.32537247,0.046094054999999995
992,TOI-1248 b,1,Transit,2024.0,0.60741347,0.08621004
993,TOI-1249 b,1,Transit,2024.0,0.29182226,0.03744159
994,TOI-125 b,1,Transit,2019.0,0.24319743,0.02989019
995,TOI-125 c,1,Transit,2019.0,0.24614149,0.02086021
996,TOI-125 d,1,Transit,2020.0,0.26139709,0.04279017
997,TOI-1259 A b,2,Transit,2021.0,1.028442235,0.442317805
998,TOI-1260 b,1,Transit,2021.0,0.211883675,0.0269957
999,TOI-1260 c,1,Transit,2021.0,0.248907555,0.039329395
1000,TOI-1260 d,1,Transit,2022.0,0.27834824,0.03725281
1001,TOI-1266 b,1,Transit,2020.0,0.22205408999999998,0.028254135
1002,TOI-1266 c,1,Transit,2020.0,0.162949695,0.009517715
1003,TOI-1268 b,1,Transit,2022.0,0.81184902,0.30330832
1004,TOI-1269 b,1,Transit,2024.0,0.21424275,0.02013665
1005,TOI-1272 b,1,Transit,2022.0,0.36899203,0.08117588
1006,TOI-1273 b,1,Transit,2024.0,0.99,0.222
1007,TOI-1278 b,1,Transit,2021.0,1.09,18.5
1008,TOI-1279 b,1,Transit,2024.0,0.23744044,0.03335133
1009,TOI-1288 b,1,Transit,2022.0,0.45536993000000003,0.13545045
1010,TOI-1294 b,1,Transit,2024.0,0.90317747,0.20105188
1011,TOI-1295 b,1,Transit,2024.0,1.4,1.42
1012,TOI-1296 b,1,Transit,2021.0,1.24519415,0.298923665
1013,TOI-1298 b,1,Transit,2021.0,0.851318405,0.33374441499999996
1014,TOI-132 b,1,Transit,2020.0,0.30511196,0.07047793
1015,TOI-1333 b,2,Transit,2021.0,1.396,2.37
1016,TOI-1338 b,2,Transit,2020.0,0.647308035,0.069664545
1017,TOI-1347 b,1,Transit,2024.0,0.161225495,0.036655
1018,TOI-1347 c,1,Transit,2024.0,0.14620469000000003,0.024226909999999997
1019,TOI-1386 b,1,Transit,2024.0,0.547294905,0.14605146
1020,TOI-1408 b,1,Transit,2023.0,1.865177225,1.777893325
1021,TOI-1408 c,1,Transit Timing Variations,2024.0,0.19805548,0.02391227
1022,TOI-1410.01,1,Transit,2024.0,0.27663801,0.0393294
1023,TOI-1411 b,1,Transit,2022.0,0.10695049,0.0062927
1024,TOI-1416 b,1,Transit,2023.0,0.14452697,0.0109493
1025,TOI-1420 b,1,Transit,2023.0,1.06075658,0.07897343
1026,TOI-1422 b,1,Transit,2022.0,0.35121976,0.02989034
1027,TOI-1422 c,1,Radial Velocity,2025.0,0.232849,0.04404893
1028,TOI-1431 b,1,Transit,2021.0,1.49,3.12
1029,TOI-1437 b,1,Transit,2024.0,0.208525225,0.031463519999999995
1030,TOI-1438 b,1,Transit,2025.0,0.2712111,0.02957571
1031,TOI-1438 c,1,Transit,2025.0,0.24533899,0.03335133
1032,TOI-1439 b,1,Transit,2024.0,0.37851667,0.12113455
1033,TOI-1443 b,1,Transit,2024.0,0.20553252,0.09439056
1034,TOI-1444 b,1,Transit,2021.0,0.12649879,0.01126394
1035,TOI-1448 b,1,Transit,2024.0,0.24524978,0.06135386
1036,TOI-1450 A b,2,Transit,2024.0,0.10081202,0.00395811
1037,TOI-1451 b,1,Transit,2024.0,0.23297739,0.04782455
1038,TOI-1452 b,2,Transit,2022.0,0.14916611,0.01516542
1039,TOI-1453 b,2,Transit,2025.0,0.10464823,0.00729954
1040,TOI-1453 c,2,Transit,2025.0,0.19841233,0.00928174
1041,TOI-1467 b,1,Transit,2024.0,0.14952256,0.02831717
1042,TOI-1468 b,1,Transit,2022.0,0.11959160499999999,0.00983235
1043,TOI-1468 c,1,Transit,2022.0,0.1869037,0.01689591
1044,TOI-1470 b,1,Transit,2023.0,0.19448691,0.0230313
1045,TOI-1470 c,1,Transit,2023.0,0.22035902,0.02277959
1046,TOI-1472 b,1,Transit,2024.0,0.36654969,0.054457405
1047,TOI-1472 c,1,Radial Velocity,2025.0,0.298,0.067
1048,TOI-1478 b,1,Transit,2021.0,1.065,0.8654999999999999
1049,TOI-150.01,1,Transit,2019.0,1.3175,2.13
1050,TOI-1516 b,1,Transit,2022.0,1.36,3.16
1051,TOI-1518 b,1,Transit,2021.0,1.8765,2.065
1052,TOI-157 b,1,Transit,2020.0,1.286,1.18
1053,TOI-159 b,2,Transit,2026.0,1.622,3.49
1054,TOI-1601 b,1,Transit,2021.0,1.2528771,1.103819085
1055,TOI-163 b,1,Transit,2019.0,1.489,1.22
1056,TOI-1634 b,2,Transit,2021.0,0.15755224,0.019633235
1057,TOI-1648 b,1,Transit,2025.0,0.227,0.0233
1058,TOI-1669 c,1,Transit,2024.0,0.20487123,0.04090257
1059,TOI-1670 b,1,Transit,2022.0,0.18378121,0.13
1060,TOI-1670 c,1,Transit,2022.0,0.9784999999999999,0.604
1061,TOI-1685 b,1,Transit,2021.0,0.13096641,0.00972223
1062,TOI-169 b,1,Transit,2020.0,1.086,0.791
1063,TOI-1691 b,1,Transit,2024.0,0.31805307,0.04593674
1064,TOI-1694 b,1,Transit,2023.0,0.48096374,0.090300295
1065,TOI-1695 b,1,Transit,2022.0,0.17530585999999998,0.01865787
1066,TOI-1696 b,1,Transit,2022.0,0.282362875,0.16581274499999998
1067,TOI-1710 b,2,Transit,2022.0,0.46419489,0.07047828
1068,TOI-172 b,1,Transit,2019.0,0.965,5.42
1069,TOI-1723 b,1,Transit,2024.0,0.29369844,0.03272206
1070,TOI-1728 b,1,Transit,2020.0,0.45053082,0.08425888
1071,TOI-1736 b,1,Transit,2023.0,0.27210324,0.03870013
1072,TOI-1742 b,1,Transit,2024.0,0.21099831,0.03051961
1073,TOI-1749 b,1,Transit,2021.0,0.12400771,0.17934206
1074,TOI-1749 c,1,Transit,2021.0,0.18913406,0.04404893
1075,TOI-1749 d,1,Transit,2021.0,0.22481973,0.04719528
1076,TOI-1751 b,1,Transit,2024.0,0.25518754,0.053487980000000004
1077,TOI-1753 b,1,Transit,2024.0,0.2211196,0.05222944
1078,TOI-1758 b,1,Transit,2024.0,0.3173677,0.02170983
1079,TOI-1759 b,1,Transit,2022.0,0.279,0.0339806
1080,TOI-1774.01,1,Transit,2021.0,0.24801541,0.02674399
1081,TOI-1775 b,1,Transit,2024.0,0.71793227,0.30204978
1082,TOI-1776 b,1,Transit,2024.0,0.10849581,0.00440489
1083,TOI-178 b,1,Transit,2021.0,0.104915785,0.00387
1084,TOI-178 c,1,Transit,2021.0,0.15268994,0.014803545000000001
1085,TOI-178 d,1,Transit,2021.0,0.23494534,0.01291575
1086,TOI-178 e,1,Transit,2021.0,0.201088585,0.011547080000000001
1087,TOI-178 f,1,Transit,2021.0,0.20983157,0.021001835
1088,TOI-178 g,1,Transit,2021.0,0.25912236,0.013120255
1089,TOI-1789 b,1,Transit,2021.0,1.44,0.7
1090,TOI-1794 b,1,Transit,2024.0,0.29414028,0.02737326
1091,TOI-1798.01,1,Transit,2024.0,0.21278168,0.02045129
1092,TOI-1798.02,1,Transit,2024.0,0.12484546,0.01761957
1093,TOI-1799 b,1,Transit,2024.0,0.12689725,0.01258541
1094,TOI-1801 b,2,Transit,2023.0,0.1804575,0.0341977
1095,TOI-1803 b,1,Transit,2025.0,0.26675039,0.03247035
1096,TOI-1803 c,1,Transit,2025.0,0.38272882,0.02517081
1097,TOI-1807 b,1,Transit,2021.0,0.127880305,0.00788161
1098,TOI-181 b,1,Transit,2023.0,0.6339,0.1452
1099,TOI-1811 b,1,Transit,2023.0,0.994,0.972
1100,TOI-1820 b,1,Transit,2022.0,1.14,2.3
1101,TOI-1823 b,1,Transit,2024.0,0.67273058,0.21206412
1102,TOI-1824 b,1,Transit,2024.0,0.24478826,0.05034163
1103,TOI-1836 b,1,Transit,2024.0,0.73874312,0.092
1104,TOI-1836 c,1,Transit,2024.0,0.23194578,0.02517081
1105,TOI-1842 b,1,Transit,2021.0,1.06,0.214
1106,TOI-1853 b,1,Transit,2023.0,0.30868106,0.23031296
1107,TOI-1855 b,1,Transit,2024.0,1.65,1.133
1108,TOI-1898 b,1,Transit,2024.0,0.8521073450000001,0.436439695
1109,TOI-1899 b,1,Transit,2020.0,1.0699999999999998,0.665
1110,TOI-1937 A b,2,Transit,2023.0,1.247,2.01
1111,TOI-198 b,1,Transit,2023.0,0.12133128,0.00997394
1112,TOI-199 b,1,Transit,2023.0,0.81,0.17
1113,TOI-1994 b,1,Transit,2024.0,1.22,22.1
1114,TOI-2000 b,1,Transit,2023.0,0.241,0.0347
1115,TOI-2000 c,1,Transit,2023.0,0.727,0.257
1116,TOI-2005 b,1,Transit,2025.0,1.07,6.4
1117,TOI-201 b,1,Transit,2021.0,1.01704163,0.51600171
1118,TOI-201 c,1,Transit Timing Variations,2025.0,0.960413725,14.950147895
1119,TOI-201 d,1,Transit,2026.0,0.12400771,0.01824884
1120,TOI-2010 b,1,Transit,2023.0,1.054,1.286
1121,TOI-2015 b,1,Transit,2023.0,0.29860485999999997,0.040273305
1122,TOI-2018 b,1,Transit,2023.0,0.20233776,0.02894644
1123,TOI-2019 b,1,Transit,2024.0,0.47575721,0.1082345
1124,TOI-2025 b,1,Transit,2022.0,1.089,4.0
1125,TOI-2031 A b,2,Transit,2025.0,1.267,0.8
1126,TOI-2046 b,1,Transit,2022.0,1.44,2.3
1127,TOI-2076 b,1,Transit,2021.0,0.2391219,0.03586841
1128,TOI-2076 c,1,Transit,2021.0,0.322706235,0.09785154
1129,TOI-2076 d,1,Transit,2021.0,0.29890664,0.057106285
1130,TOI-2076 e,1,Transit,2025.0,0.11606765,0.01478785
1131,TOI-2088 b,1,Transit,2024.0,0.32858634,0.11641502
1132,TOI-2093 c,1,Transit,2025.0,0.20519261,0.04971236
1133,TOI-2095 b,1,Transit,2023.0,0.11151772,0.01290004
1134,TOI-2095 c,1,Transit,2023.0,0.11865486,0.023283
1135,TOI-2107 b,1,Transit,2024.0,1.211,0.83
1136,TOI-2109 b,1,Transit,2021.0,1.347,5.02
1137,TOI-2120 b,1,Transit,2024.0,0.18931249,0.02139519
1138,TOI-2128 b,1,Transit,2024.0,0.18634597,0.01415858
1139,TOI-2134 b,1,Transit,2023.0,0.23998614,0.02872619
1140,TOI-2134 c,1,Transit,2023.0,0.646793535,0.15590034
1141,TOI-2136 b,1,Transit,2022.0,0.19537905,0.02004226
1142,TOI-2141 b,1,Transit,2023.0,0.27937851,0.06912083499999999
1143,TOI-2145 b,1,Transit,2023.0,1.092,5.55960374
1144,TOI-2152 A b,3,Transit,2023.0,1.281,2.83
1145,TOI-2154 b,1,Transit,2023.0,1.453,0.92
1146,TOI-2158 b,1,Transit,2022.0,0.96,0.82
1147,TOI-216.01,1,Transit,2019.0,0.9541447700000001,0.59463361
1148,TOI-216.02,1,Transit,2019.0,0.6998846350000001,0.07669503999999999
1149,TOI-2169 A b,2,Transit,2025.0,1.116,1.037
1150,TOI-2180 b,1,Transit,2022.0,1.01,2.755
1151,TOI-2184 b,1,Transit,2022.0,1.017,0.65
1152,TOI-2193 A b,2,Transit,2022.0,1.77,0.94
1153,TOI-2196 b,1,Transit,2022.0,0.31314176,0.08180515
1154,TOI-220 b,1,Transit,2021.0,0.27031896,0.04341966
1155,TOI-2202 b,1,Transit,2021.0,0.9935,0.9410000000000001
1156,TOI-2207 b,1,Transit,2022.0,0.995,0.64
1157,TOI-2236 b,1,Transit,2022.0,1.282,1.58
1158,TOI-2285 b,1,Transit,2021.0,0.15523267,0.06135386
1159,TOI-2295 b,1,Transit,2024.0,1.47,0.875
1160,TOI-2322 b,1,Transit,2025.0,0.08867889,0.00726807
1161,TOI-2322 c,1,Transit,2025.0,0.16718737,0.05694897
1162,TOI-2328 b,1,Transit,2025.0,0.89,0.16
1163,TOI-2337 b,1,Transit,2022.0,0.9,1.6
1164,TOI-2338 b,1,Transit,2023.0,1.0,5.98
1165,TOI-2345 b,1,Transit,2025.0,0.13417812,0.01098077
1166,TOI-2345 c,1,Transit,2025.0,0.21866395,0.02287398
1167,TOI-2346 b,1,Transit,2025.0,1.438,1.24
1168,TOI-2364 b,1,Transit,2023.0,0.768,0.225
1169,TOI-2368 b,1,Transit,2024.0,0.967,0.65
1170,TOI-2373 b,1,Transit,2023.0,0.93,9.3
1171,TOI-2374 b,2,Transit,2024.0,0.637774275,0.186104685
1172,TOI-2379 b,1,Transit,2024.0,1.046,5.76
1173,TOI-238 b,1,Transit,2024.0,0.13208159,0.010650405
1174,TOI-238 c,1,Radial Velocity,2024.0,0.19448691,0.02108056
1175,TOI-2382 b,1,Transit,2025.0,1.093,0.74
1176,TOI-2384 b,1,Transit,2024.0,1.025,1.966
1177,TOI-2406 b,1,Transit,2021.0,0.25515255,0.04908309
1178,TOI-2416 b,1,Transit,2023.0,0.88,3.0
1179,TOI-2420 b,1,Transit,2024.0,1.34,0.927
1180,TOI-2421 b,1,Transit,2022.0,0.925,0.333
1181,TOI-2431 b,1,Transit,2026.0,0.13685455,0.01950738
1182,TOI-244 b,1,Transit,2023.0,0.13560555,0.00843222
1183,TOI-2443 b,1,Transit,2023.0,0.2108131,0.01510249
1184,TOI-2447 b,1,Transit,2024.0,0.857,0.393
1185,TOI-2449 b,1,Transit,2025.0,1.002,0.7
1186,TOI-2458 b,1,Transit,2024.0,0.25247612,0.04187794
1187,TOI-2485 b,1,Transit,2024.0,1.083,2.412
1188,TOI-2497 b,1,Transit,2023.0,0.994,4.82
1189,TOI-2498 b,1,Transit,2023.0,0.54063792,0.1089267
1190,TOI-251 b,1,Transit,2021.0,0.24444643,1.0
1191,TOI-2524 b,1,Transit,2023.0,1.0,0.64
1192,TOI-2525 b,1,Transit,2023.0,0.774,0.084
1193,TOI-2525 c,1,Transit,2023.0,0.904,0.657
1194,TOI-2529 b,1,Transit,2024.0,1.03,2.34
1195,TOI-2537 b,1,Transit,2024.0,1.004,1.307
1196,TOI-2567 b,1,Transit,2022.0,0.975,0.201
1197,TOI-257 b,1,Transit,2021.0,0.639,0.138
1198,TOI-2570 b,1,Transit,2022.0,1.217,0.82
1199,TOI-2580 b,1,Transit,2024.0,1.55,0.63
1200,TOI-2583 A b,2,Transit,2023.0,1.29,0.25
1201,TOI-2587 A b,2,Transit,2023.0,1.077,0.218
1202,TOI-2589 b,1,Transit,2023.0,1.08,3.5
1203,TOI-260 b,1,Transit,2024.0,0.141980615,0.011846015
1204,TOI-2641 b,1,Transit,2023.0,1.615,0.386
1205,TOI-2669 b,1,Transit,2022.0,1.76,0.61
1206,TOI-269 b,1,Transit,2021.0,0.24712327,0.0276879
1207,TOI-270 b,1,Transit,2019.0,0.11419415,0.004672330000000001
1208,TOI-270 c,1,Transit,2019.0,0.20898421,0.01942872
1209,TOI-270 d,1,Transit,2019.0,0.1843611,0.01412712
1210,TOI-2714 b,1,Transit,2024.0,1.22401852,0.71736822
1211,TOI-2796 b,1,Transit,2023.0,1.54,0.44
1212,TOI-2803 A b,2,Transit,2023.0,1.616,0.975
1213,TOI-2818 b,1,Transit,2023.0,1.363,0.71
1214,TOI-283 b,1,Transit,2025.0,0.20876118,0.02057714
1215,TOI-2842 b,1,Transit,2023.0,1.146,0.37
1216,TOI-286 b,1,Transit,2024.0,0.12668413,0.01425297
1217,TOI-286 c,1,Transit,2024.0,0.16772265,0.01170443
1218,TOI-2876 b,1,Transit,2025.0,0.86,0.17
1219,TOI-2886 b,1,Transit,2025.0,1.663,1.4
1220,TOI-2969 b,1,Transit,2025.0,1.1,1.16
1221,TOI-2977 b,1,Transit,2023.0,1.174,1.68
1222,TOI-2981 b,1,Transit,2024.0,1.19546999,2.00737249
1223,TOI-2986 b,1,Transit,2025.0,0.829,0.304
1224,TOI-2989 b,1,Transit,2025.0,1.12,3.0
1225,TOI-2992 b,1,Transit,2025.0,1.227,3.33
1226,TOI-3023 b,1,Transit,2023.0,1.466,0.62
1227,TOI-3071 b,1,Transit,2024.0,0.63877351,0.2145812
1228,TOI-3135 b,1,Transit,2025.0,1.218,1.03
1229,TOI-3160 A b,2,Transit,2025.0,1.228,1.19
1230,TOI-3235 b,1,Transit,2023.0,1.017,0.665
1231,TOI-3261 b,1,Transit,2024.0,0.34079816,0.09533446
1232,TOI-3288 b,2,Transit,2025.0,1.046,1.8984999999999999
1233,TOI-329 b,1,Transit,2024.0,0.44076962,0.12711262
1234,TOI-332 b,1,Transit,2023.0,0.28548537,0.17997133
1235,TOI-3321 b,1,Transit,2024.0,1.388,0.554
1236,TOI-333 b,1,Transit,2025.0,0.3800524,0.06324167
1237,TOI-3331 A b,2,Transit,2022.0,1.158,2.27
1238,TOI-3362 b,1,Transit,2021.0,1.142,5.029
1239,TOI-3364 b,1,Transit,2023.0,1.091,1.67
1240,TOI-3457 b,1,Transit,2026.0,0.949,2.51
1241,TOI-3464 b,1,Transit,2025.0,1.228,1.25
1242,TOI-3474 b,1,Transit,2025.0,1.309,0.61
1243,TOI-3486 b,1,Transit,2025.0,0.943,0.312
1244,TOI-3493 b,1,Transit,2025.0,0.28726965,0.02822278
